zipcode,longitude,latitude,is_for_sale,property_type,bedroom,bathroom,size,list_price,last_update
92592,-117.098115,33.470174,true,Single Family,4,3,2693,429000,1.482046450766223e+09
92592,-117.121975,33.463842,true,Single Family,4,3,2818,488900,1.482046467968609e+09
92592,-117.117838,33.463816,true,Single Family,4,3,1841,389900,1.482046458817587e+09
92592,-117.090652,33.458363,false,Single Family,4,3,2648,405000,1.482046454776146e+09
92592,-117.100707,33.494221,true,Single Family,4,3,1525,363900,1.482046446662231e+09
92592,-116.983002,33.536714,true,Single Family,4,3,2940,741900,1.482046496851372e+09
92592,-117.06515,33.486749,true,Single Family,4,3,3371,531000,1.48204648866281e+09
92592,-117.141211,33.489665,true,Single Family,3,3,2335,459000,1.482046480508393e+09
92592,-117.081717,33.470619,true,Single Family,4,3,2888,493000,1.482046500974535e+09
92592,-117.095759,33.458582,true,Single Family,4,3,3322,519000,1.482046472081296e+09
92592,-117.07652,33.498849,false,,20.13,0,0,1.39e+06,1.482046505027273e+09
92592,-117.07451,33.480967,true,Single Family,4,3,3717,499000,1.482046509142682e+09
92592,-117.061548,33.483584,true,Single Family,4,3,2877,572900,1.481970730941385e+09
92592,-117.072594,33.46942,true,Single Family,5,5,3755,560000,1.482046476234277e+09
92592,-117.090887,33.501903,true,Single Family,4,3,2224,469900,1.482046484552468e+09
92592,-117.067103,33.471289,true,Single Family,4,3,3128,625000,1.482046492738063e+09
92592,-117.074872,33.513284,false,,4.76,0,0,425000,1.48204651322708e+09
92592,-117.036501,33.510471,false,,4.33,0,0,449000,1.482046517302709e+09
92592,-117.034419,33.510999,false,,2.74,0,0,499000,1.482046521253968e+09
92592,-117.037909,33.508013,false,,2.3,0,0,499000,1.482046531415198e+09
92592,-117.037737,33.509413,false,,2.28,0,0,399000,1.482046535410514e+09
92592,-117.102013,33.494801,true,Single Family,4,3,1525,359000,1.481970769476726e+09
92592,-117.124,33.4859,true,Condo,3,3,1562,349999,1.481970773331603e+09
92592,-117.102919,33.489126,true,,6,5,3842,575000,1.482046556577408e+09
92592,-117.078392,33.492952,true,Single Family,4,3,2047,407500,1.481970781502137e+09
92139,-117.0429,32.67486,true,Single Family,2,1,840,225000,1.482047883916176e+09
92139,-117.041421,32.674776,false,,3,2,1170,,1.48204792799536e+09
92139,-117.041421,32.674776,false,Condo,3,2,1170,,1.482047931953e+09
92139,-117.058413,32.66914,false,,3,1.5,988,,1.482047919947216e+09
92139,-117.050157,32.669975,false,Single Family,3,2,1472,,1.48197083638168e+09
92139,-117.042861,32.675072,true,Condo,3,2,1100,315000,1.482047907779067e+09
92139,-117.023745,32.688622,true,Single Family,3,2,1293,349900,1.482047915938107e+09
92139,-117.038924,32.677478,true,Townhouse,3,2,1222,300000,1.482047923953711e+09
92139,-117.066621,32.669106,true,Single Family,3,2,1380,440000,1.482047940094914e+09
92139,-117.04865,32.672235,true,Single Family,3,2,1392,449999,1.482047936032301e+09
92139,-117.0642,32.6684,true,Single Family,3,2,1200,115000,1.482047944176518e+09
92139,-117.033291,32.685267,false,Single Family,5,3,1984,,1.482047983452566e+09
92139,-117.052698,32.678402,false,Single Family,4,2.5,1726,,1.48204797941694e+09
92139,-117.027878,32.686281,false,Single Family,4,3,2037,,1.482047971322047e+09
92139,-117.038793,32.677504,false,Condo,3,2,1224,,1.481970878134797e+09
92139,-117.066648,32.669545,false,Single Family,3,3,1868,,1.48204799125456e+09
92139,-117.068458,32.670823,false,Single Family,3,2,1316,,1.481970885544767e+09
92139,-117.054753,32.671877,false,Single Family,5,1,1387,,1.482047975310311e+09
92139,-117.042151,32.679824,true,Single Family,4,3,1682,478888,1.482047961409922e+09
92139,-117.04467,32.681969,false,Condo,2,1,866,,1.481970896659201e+09
92139,-117.024283,32.689068,false,Single Family,3,2,1274,,1.482047903629399e+09
92139,,,true,Miscellaneous,0,0,0,35000,1.481970903990635e+09
92139,-117.044103,32.671923,false,Single Family,4,2,1540,,1.481970907678587e+09
92139,-117.064646,32.674497,false,Single Family,3,1,1314,,1.48197091155508e+09
92139,-117.027196,32.68871,false,Single Family,3,2,1528,,1.48204798733912e+09
92154,-117.061608,32.575263,true,Mobile / Manufactured,2,2,1154,112000,1.482037092571746e+09
92154,-117.064444,32.574979,true,Mobile / Manufactured,2,2,1828,89750,1.482037102956888e+09
92154,-117.088636,32.571948,false,Single Family,5,3,1999,499000,1.482037107055806e+09
92154,-117.092682,32.574118,true,Single Family,4,3,2148,579999,1.482037111314056e+09
92154,-117.083897,32.564376,true,Condo,3,2,1222,324999,1.48203712787789e+09
92154,-117.019494,32.57472,true,Single Family,3,3,1653,510000,1.482037115503387e+09
92154,-117.016297,32.575257,true,Single Family,4,3,1934,530000,1.482037123766149e+09
92154,-117.015113,32.589019,true,Single Family,4,3,2221,549900,1.482037119651296e+09
92154,-117.094963,32.576673,false,Single Family,3,3,1772,446000,1.482037136156753e+09
92154,-117.02406,32.587927,false,,4,3,2231,,1.481971022995197e+09
92154,-117.02406,32.587927,false,Single Family,4,3,2231,,1.48197102672446e+09
92154,-117.094963,32.576673,false,Single Family,4,3,2374,505000,1.481971030556363e+09
92154,-117.090752,32.574226,true,Single Family,4,3,2148,574900,1.482037144636836e+09
92154,-117.06418,32.57716,true,Mobile / Manufactured,4,2,1440,78000,1.482037148832207e+09
92154,-117.038074,32.570855,true,Single Family,4,3,1597,339000,1.481971041815803e+09
92154,-117.017978,32.589357,false,Single Family,4,3,2717,,1.482037169538249e+09
92154,-117.06358,32.574726,true,Mobile / Manufactured,2,2,1440,57000,1.482037165399981e+09
92154,-117.030774,32.584258,false,Single Family,5,2.5,2353,,1.482037177875254e+09
92154,-117.075682,32.574195,true,Single Family,3,3,1484,329000,1.482037153135691e+09
92154,-117.01908,32.582751,false,Condo,3,2.5,1400,,1.481971060468316e+09
92154,-117.055742,32.56983,false,Single Family,5,2,1488,,1.482037181976025e+09
92154,-117.057912,32.587305,false,Single Family,3,2,1502,,1.482037207093296e+09
92154,-117.094963,32.576673,false,Single Family,3,3,1662,427000,1.482037190376028e+09
92154,-117.077436,32.583674,true,Single Family,3,2,1350,449400,1.482037157939653e+09
92154,,,true,Single Family,3,2,0,399000,1.481971083283482e+09
92154,-117.0832,32.58357,true,Single Family,3,2,1320,417900,1.482037173814982e+09
92173,-117.05416,32.54831,true,Single Family,5,3,1776,500000,1.482046679305373e+09
92173,-117.072182,32.567881,true,Condo,3,2,978,270000,1.482046707118309e+09
92173,-117.058868,32.56355,true,Single Family,4,2,1500,435000,1.48204668723497e+09
92173,-117.048388,32.557312,true,Condo,1,1,690,199000,1.482046691608688e+09
92173,-117.055966,32.562047,true,Single Family,3,3,1755,479000,1.482046683286626e+09
92173,-117.048597,32.563256,true,Mobile / Manufactured,3,2,1126,149900,1.482046695665333e+09
92173,-117.051956,32.544998,false,,4,2.5,1651,,1.482046736676007e+09
92173,-117.051305,32.547147,false,Single Family,4,2,1385,,1.48204671923505e+09
92173,-117.061544,32.56275,false,Single Family,4,2,1745,,1.482046731694603e+09
92173,-117.05344,32.5458,false,Single Family,4,2,1431,,1.482046744682833e+09
92173,-117.060735,32.560733,false,Condo,2,2,729,,1.482046773155193e+09
92173,-117.061283,32.563875,false,Single Family,6,3,1702,,1.482046715280775e+09
92173,-117.04972,32.566865,false,Single Family,4,3,1696,,1.482046723341729e+09
92173,-117.062736,32.563094,false,Single Family,4,2,1507,,1.482046727268873e+09
92173,-117.063649,32.564166,false,Single Family,4,2.5,1745,,1.482046740784077e+09
92173,-117.060911,32.564493,false,,4,3,1745,,1.482046748631736e+09
92173,-117.05912,32.56398,false,Single Family,3,2,1103,,1.482046753260811e+09
92173,-117.045928,32.549208,false,,2,1.5,925,,1.482046769247595e+09
92173,-117.056877,32.558853,false,Condo,2,2,818,,1.482046761230607e+09
92173,-117.05048,32.55504,true,Single Family,3,2,1301,399000,1.482046699638194e+09
92173,-117.073204,32.568434,true,Condo,2,1,903,224999,1.482046711284757e+09
92173,-117.060735,32.560733,true,Condo,2,2,729,225000,1.482046777128176e+09
92173,-117.05048,32.55504,true,Single Family,3,2,1301,399000,1.482046785143773e+09
92173,-117.054526,32.548257,true,Single Family,4,3,1651,535000,1.482046757183241e+09
92173,-117.0534,32.546435,false,Single Family,4,3,1776,,1.481971292302142e+09
92173,-117.047146,32.555267,true,,0,0,0,199000,1.482046789112957e+09
92122,-117.214161,32.864054,false,Condo,3,1.5,1080,,1.482040293396954e+09
92037,-117.237144,32.869447,true,Condo,2,2,1188,499000,1.482049539626381e+09
91902,-117.016294,32.656291,true,Single Family,5,3,3002,739000,1.482048407229756e+09
91902,-117.018038,32.672745,false,,4,2,2109,,1.482048463135189e+09
91902,-117.0287,32.678738,true,Condo,4,3,1916,384999,1.482048475043825e+09
91902,-117.024655,32.683566,false,,3,2,2065,,1.482048483026675e+09
91902,-117.018424,32.671107,false,,3,2,1755,,1.482048491020194e+09
91901,-116.802677,32.838141,false,,3,1,1190,,1.482049576028479e+09
91901,-116.7959,32.825709,false,Multi Family,4,2.5,1680,,1.482049647519235e+09
91901,-116.772783,32.818517,false,Single Family,5,4.5,3912,,1.482049651419051e+09
91905,-116.32001,32.662889,false,,44.26,0,0,199000,1.482050310962102e+09
91905,-116.32009,32.66286,false,,10.86,0,0,99000,1.482050342742591e+09
91910,-117.023581,32.648214,true,Single Family,5,3,3017,739000,1.482050189644467e+09
91902,-117.007701,32.668644,true,Single Family,5,3,2734,645900,1.482050201673363e+09
91902,-117.016452,32.656779,true,Single Family,4,2.5,2428,569900,1.482037058596298e+09
91902,-117.01407,32.663652,true,Single Family,4,3,2446,640000,1.482050384287763e+09
91902,-117.021618,32.678745,true,Single Family,5,3,2320,749900,1.482037067018684e+09
91902,-117.027327,32.671173,true,Single Family,4,2,2417,699000,1.482050393238212e+09
92139,-117.031095,32.685789,true,Single Family,4,3,2037,499999,1.482037075374895e+09
91950,-117.060831,32.662065,true,Single Family,3,2,1300,459000,1.482037079511582e+09
91950,-117.060394,32.662429,true,Single Family,6,3,1722,489000,1.482050397542599e+09
92139,-117.056773,32.665716,true,Single Family,4,2,1479,410000,1.482050418202182e+09
92154,-117.099326,32.575417,false,,3,1.5,1064,,1.482037132009762e+09
92154,-117.037012,32.573152,false,,2,2,1053,,1.482037140517796e+09
92154,-117.092426,32.570619,true,Single Family,3,3,1473,449900,1.482050573249336e+09
92154,-117.094963,32.576673,false,Single Family,4,3,1999,461000,1.482037194617923e+09
92154,-117.019448,32.582217,true,Condo,2,2,1006,305000,1.482037198797295e+09
92154,-117.094963,32.576673,false,Single Family,4,3,2129,471000,1.482037202985162e+09
92054,-117.347398,33.182893,true,Single Family,4,2,2261,799000,1.482050734200419e+09
92054,-117.344002,33.209878,false,,4,2.5,1943,,1.48203725342251e+09
92054,-117.356712,33.18236,false,,2,1,1268,,1.482037306223564e+09
92004,-116.325995,33.1845,true,Single Family,3,3,3601,575000,1.482037539600993e+09
92004,-116.389192,33.271,true,Single Family,2,3,2900,750000,1.482037556398301e+09
91911,-117.033048,32.598884,false,,3,1.5,1469,,1.482037585453586e+09
91911,-117.031526,32.611511,true,Single Family,5,2,1936,519000,1.482037652642748e+09
91911,-117.024028,32.610868,true,Single Family,4,3,2600,649000,1.482051304391256e+09
91911,-117.041286,32.626832,true,Single Family,5,2,2620,450000,1.482037668569925e+09
91911,-117.053449,32.612535,false,Single Family,3,1.5,1632,,1.482037672646107e+09
91911,-117.054869,32.607219,false,,4,2,1575,,1.482037676787187e+09
91911,-117.061653,32.625639,true,Single Family,5,4,2280,549000,1.482037681029986e+09
92081,-117.252457,33.166041,true,Single Family,3,2,1806,499900,1.482051382703601e+09
92081,-117.280539,33.184419,true,Mobile / Manufactured,2,2,1440,137900,1.482051589297571e+09
92081,-117.247178,33.158513,true,Single Family,4,3,1733,495000,1.482051572220264e+09
92081,-117.243197,33.169033,false,Single Family,3,2.5,1886,,1.482037790702822e+09
91977,-117.004338,32.738318,true,Single Family,3,2,1411,430000,1.482037876737154e+09
91977,-117.003791,32.733052,false,,4,2,1281,,1.482037894530149e+09
91977,-116.986562,32.709162,false,,4,2,1296,,1.482037902893707e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,430105,1.482037932047205e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,397410,1.482037936284919e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,491990,1.482037940387499e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,397410,1.482037944481066e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,491990,1.482037948564213e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,491990,1.482037952719032e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,449990,1.482037956954303e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,397410,1.482037961327179e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,430105,1.482037968021957e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,449990,1.482037972044933e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,449990,1.48203797623287e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,397410,1.482037980372794e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,449990,1.482037984649911e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,452990,1.482037988718069e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,491990,1.482037992777404e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,491990,1.482037996916777e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,470570,1.48203800100953e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,430105,1.482038005084106e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,430105,1.482038009428008e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,430105,1.482038013723088e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,470570,1.482038017924745e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,397410,1.482038022103314e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,470570,1.482038031874187e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,452990,1.482038036028386e+09
92069,-117.157369,33.142705,false,Multi Family,0,0,0,452990,1.482038040120357e+09
92107,-117.232071,32.7528,true,Condo,1,1,802,270000,1.482087130550775e+09
92107,-117.253825,32.723804,true,Single Family,4,4,3312,2.345678e+06,1.482087270497121e+09
92107,-117.253658,32.742384,true,Condo,1,1,588,359000,1.482087316744732e+09
91913,-116.977549,32.626351,true,Condo,2,2,1060,295000,1.482038186228815e+09
91913,-117.00723,32.619064,true,Single Family,5,3,2860,629000,1.482038190375951e+09
91913,-116.986105,32.638106,false,,3,2,2177,,1.482038213600229e+09
91913,-116.994051,32.615268,false,Townhouse,4,4,2342,443900,1.482038267729932e+09
91913,-116.987351,32.637216,true,Single Family,3,3,1976,549000,1.482087500364224e+09
91913,-116.978799,32.650813,true,Condo,3,2,1166,329000,1.482038283939006e+09
92119,-117.045782,32.802083,true,Condo,2,2,1330,360000,1.482038313193846e+09
92119,-117.022839,32.80631,false,,4,2,1404,,1.482038317427073e+09
92119,-117.014886,32.79849,false,,4,2,1533,,1.482038356189383e+09
92111,-117.181507,32.779159,false,,3,2.5,1522,,1.482038535723376e+09
92111,-117.170413,32.807217,false,,4,2.5,1488,,1.482038539915681e+09
92111,-117.16214,32.80932,false,,3,2,1440,,1.482038548219249e+09
92106,-117.237675,32.709637,true,Condo,2,2,1254,649000,1.48203865679008e+09
92026,-117.084304,33.156239,false,Single Family,0,0,0,675990,1.482038717142285e+09
92026,-117.084304,33.156239,false,Single Family,0,0,0,659990,1.482038728191457e+09
92026,-117.084304,33.156239,false,Single Family,0,0,0,659990,1.482038732353963e+09
92026,-117.084304,33.156239,false,Single Family,0,0,0,659990,1.482038736446395e+09
92026,-117.084304,33.156239,false,Single Family,0,0,0,685990,1.482038740543675e+09
92026,-117.084304,33.156239,false,Single Family,0,0,0,685990,1.482038744679435e+09
92026,-117.084304,33.156239,false,Single Family,0,0,0,685990,1.482038748729281e+09
92026,-117.084304,33.156239,false,Single Family,0,0,0,675990,1.48203875283527e+09
92101,-117.163308,32.71092,true,Condo,1,1,691,389900,1.482048953312799e+09
92101,-117.166048,32.712016,true,Single Family,2,2.5,1440,750000,1.482089089588272e+09
92101,-117.159698,32.730663,true,Single Family,2,2,1485,599000,1.482038892318382e+09
92101,-117.156166,32.720314,true,Condo,2,2,1253,625000,1.482089076848659e+09
92037,-117.260565,32.81198,false,,3,2,1528,,1.482039110667693e+09
92037,-117.25885,32.84637,true,Single Family,4,3,2415,1.795e+06,1.482039118815001e+09
92037,-117.234974,32.854622,true,Townhouse,3,3,1602,724999,1.482089767134086e+09
92124,-117.103231,32.824649,false,,4,2,1558,,1.482039195839004e+09
92124,-117.080984,32.837316,true,Single Family,4,3,2577,759000,1.482090154064858e+09
92124,-117.100593,32.836339,false,,4,3,1628,,1.482090099386199e+09
92124,-117.100593,32.836339,false,,4,2.5,1628,,1.482039286438782e+09
92124,-117.095632,32.828055,false,Single Family,4,2,1525,,1.482039294687032e+09
92124,-117.077583,32.81704,false,Single Family,4,3,3373,,1.482039298863957e+09
92110,-117.227325,32.755817,true,Condo,3,3,1852,489000,1.48208713469794e+09
92110,-117.226121,32.753315,true,Townhouse,2,2,1477,550000,1.482039386741938e+09
92110,-117.228715,32.747371,true,Condo,2,2,976,354888,1.482039390836142e+09
92110,-117.2077,32.75105,true,Condo,2,2,760,350000,1.482039394905934e+09
92110,-117.195248,32.78867,false,,3,2,1302,,1.482039399001443e+09
92110,-117.195248,32.78867,false,Single Family,3,2,1302,,1.482039403101563e+09
92110,-117.189889,32.786475,false,Single Family,3,2,1358,,1.48203940738739e+09
92109,-117.236633,32.788124,true,Single Family,3,4,1871,999000,1.482090669948098e+09
92109,-117.241449,32.794292,true,Condo,1,1,576,369000,1.482039517767712e+09
92109,-117.254156,32.788576,true,Single Family,2,1,1005,1.15e+06,1.482039538481492e+09
92109,-117.256958,32.797736,true,Condo,2,2,883,765000,1.482090651339176e+09
92122,-117.20472,32.849604,true,Townhouse,1,2,914,350000,1.482039572262418e+09
92122,-117.223227,32.848025,true,Single Family,5,3,1920,849000,1.482090991314111e+09
92122,-117.195922,32.859828,false,Single Family,3,2,1476,,1.482039658873888e+09
92562,-117.220435,33.573768,false,Single Family,5,3,2850,,1.482039695365385e+09
92562,-117.180958,33.609894,true,Single Family,4,3,2800,549900,1.482039765603656e+09
